id,title,doi,year,source,url,abstract,authors,journal,query_bucket,doi_norm
10.1111/jori.12036,A Proposal on How the Regulator Should Set Minimum Interest Rate Guarantees in Participating Life Insurance Contracts,10.1111/jori.12036,2014,crossref,https://doi.org/10.1111/jori.12036,"AbstractWe consider a contingent claim model framework for participating life insurance contracts and assume a competitive market with minimum solvency requirements as provided by Solvency II. In a first step, the implications of the regulator's imposing a particular interest rate guarantee on the insurer's asset allocation are analyzed in a reference situation. We study the sensitivity of the interaction between the interest rate guarantee and the asset allocation when the risk‐free interest rate changes. Particular attention is paid to the current market situation where the guaranteed interest rate is often close to the risk‐free interest rate. In a second step, we assess at what level the interest rate guarantee should be set by the regulator in order to maximize policyholders' utility. We show that the results yielded by the proposed concept to derive an optimal value for the interest rate guarantee are very stable for various model parameters.",Hato Schmeiser; Joël Wagner,Journal of Risk and Insurance,insurance_base,10.1111/jori.12036
10.1111/jori.12030,Testing for Asymmetric Information Using “Unused Observables” in Insurance Markets: Evidence from the U.K. Annuity Market,10.1111/jori.12030,2014,crossref,https://doi.org/10.1111/jori.12030,"AbstractThis article tests for asymmetric information in the U.K. annuity market of the 1990s by trying to identify “unused observables,” attributes of individual insurance buyers that are correlated both with subsequent claims experience and with insurance demand but that insurance companies did not use to set insurance prices. Unlike the widely used positive correlation test for asymmetric information, which searches for a positive correlation between insurance demand and risk experience, the unused observables test is not confounded by heterogeneity in individual preference parameters that may affect insurance demand. We identify residential location as an unused observable in the U.K. annuity market of this period. Even though residential location was observed by all market participants, the decision not to condition prices on it created the same types of market inefficiencies that arise when annuity buyers have private information about mortality risk. Our findings raise questions about how insurance companies select the set of buyer attributes that they use in setting policy prices. In the decade following the period that we study, U.K. insurance companies changed their pricing practices and began to condition annuity prices on a buyer's postcode.",Amy Finkelstein; James Poterba,Journal of Risk and Insurance,insurance_base,10.1111/jori.12030
10.1016/j.insmatheco.2013.10.011,A risk-based premium: What does it mean for DB plan sponsors?,10.1016/j.insmatheco.2013.10.011,2014,crossref,https://doi.org/10.1016/j.insmatheco.2013.10.011,,An Chen; Filip Uzelac,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2013.10.011
10.1111/jori.12031,Corporate Demand for Insurance: New Evidence From the U.S. Terrorism and Property Markets,10.1111/jori.12031,2014,crossref,https://doi.org/10.1111/jori.12031,"AbstractSince the passage of the Terrorism Risk Insurance Act of 2002, corporate terrorism insurance is sold as a separate policy from commercial property coverage. In this article, we determine whether companies differ in their demand for property and terrorism insurance. Using a unique data set of insurance policies purchased by large U.S. firms, combined with financial information of the corporate clients and of the insurance provider, we apply a two‐stage least squares approach to obtain consistent estimates of premium elasticity of corporate demand for property and terrorism coverage. Our findings suggest that both are rather price inelastic and that corporate demand for terrorism insurance is significantly more price inelastic than demand for property insurance. We further find a negative relation between the solvency ratios of both property and terrorism risk coverage, with a stronger effect on the latter, indicating that companies use their ability to self‐insure as a substitute for market insurance. Our results are robust to the application of alternative estimators as well as changes in the econometric specifications.",Erwann Michel‐Kerjan; Paul Raschky; Howard Kunreuther,Journal of Risk and Insurance,insurance_base,10.1111/jori.12031
10.1111/jori.12053,Who is Changing Health Insurance Coverage? Empirical Evidence on Policyholder Dynamics,10.1111/jori.12053,2014,crossref,https://doi.org/10.1111/jori.12053,"AbstractLong‐term health insurance contracts provide policyholders with the option of lapsing coverage or switching to another tariff within the same insurance company. We empirically analyze policyholder behavior regarding contract commitment in a large data set of German private health insurance contracts. We show that short‐term as well as long‐term premium development, along with premium adjustment frequency, affect lapse and tariff switch rates. Moreover, the sales channel has a strong impact on switching behavior, indicating that policyholder choice is not fully independent of sales representatives. Our results are important for risk assessment and risk management of portfolios of health insurance contracts and provide better understanding of the dynamics of policyholder behavior in health insurance.",Marcus C. Christiansen; Martin Eling; Jan‐Philipp Schmidt; Lorenz Zirkelbach,Journal of Risk and Insurance,insurance_base,10.1111/jori.12053
10.1111/jori.12049,Corporate Governance and Cash Holdings: Evidence From the U.S. Property–Liability Insurance Industry,10.1111/jori.12049,2014,crossref,https://doi.org/10.1111/jori.12049,"AbstractThis article examines the impact of board and finance committee characteristics on insurers' cash holdings using a sample of 1,454 U.S. stock property–liability insurer‐year observations. We focus on the roles of independent board members and independent finance committee members. Our results suggest that independent board members allow managers to hold excess cash holdings to avoid underinvestment and play a monitoring role in managers' cash spending behavior in a regulated industry. The overall findings are consistent with the independent director responsibility hypothesis, which suggests that independent directors play a monitoring role in managers' cash spending behavior and avoiding underinvestment problems.",Wen‐Yen Hsu; Yenyu (Rebecca) Huang; Gene Lai,Journal of Risk and Insurance,insurance_base,10.1111/jori.12049
10.1002/9781118766798.index,Index,10.1002/9781118766798.index,2014,crossref,https://doi.org/10.1002/9781118766798.index,,,Modernizing Insurance Regulation,insurance_base,10.1002/9781118766798.index
10.1111/jori.12033,"Board Size, Firm Risk, and Equity Discount",10.1111/jori.12033,2014,crossref,https://doi.org/10.1111/jori.12033,"AbstractPrior literature documents that larger boards pursue conservative investment policies and that their decision outcomes are moderate, which promote an environment of risk aversion. I argue that this risk aversion hurts equity holders when firms hold a larger amount of long‐term debt. Addressing potential endogeneity problems associated with board size, I find an equity discount associated with larger boards in firms that have greater amounts of long‐term debt. On the other hand, larger boards are associated with an equity premium when firms have a greater short‐term debt‐to‐assets ratio. The equity discount associated with larger boards disappears in firms with no long‐term debt. Further analysis also indicates that firms with larger boards enjoy a better credit rating and a lower realized cost of debt. Overall, analysis in this study suggests that the association between board size and equity value is a function of a firm's debt structure.",Arun Upadhyay,Journal of Risk and Insurance,insurance_base,10.1111/jori.12033
10.1057/gpp.2013.33,Why Choose an Insurance Career? A Pilot Study of University Students’ Preferences Regarding the Insurance Profession,10.1057/gpp.2013.33,2014,crossref,https://doi.org/10.1057/gpp.2013.33,,Madhusudan Acharyya; Davide Secchi,The Geneva Papers on Risk and Insurance - Issues and Practice,insurance_base,10.1057/gpp.2013.33
10.1057/9781137439109_3,Systemic Risk and the Insurance Industry: Principal Linkages and Dependencies,10.1057/9781137439109_3,2014,crossref,https://doi.org/10.1057/9781137439109_3,,Martin Eling; David Pankoke,Macroprudential Supervision in Insurance,insurance_base,10.1057/9781137439109_3
10.1016/b978-0-444-53685-3.00005-2,Insurance and Insurance Markets,10.1016/b978-0-444-53685-3.00005-2,2014,crossref,https://doi.org/10.1016/b978-0-444-53685-3.00005-2,,Georges Dionne; Scott E. Harrington,Handbook of the Economics of Risk and Uncertainty,insurance_base,10.1016/b978-0-444-53685-3.00005-2
10.1111/rmir.12020,Retirement Income Security: Challenges and Opportunities,10.1111/rmir.12020,2014,crossref,https://doi.org/10.1111/rmir.12020,,Roger W. Ferguson,Risk Management and Insurance Review,insurance_base,10.1111/rmir.12020
10.1596/21725,Financial Protection Against Natural Disasters: An Operational Framework for Disaster Risk Financing and Insurance,10.1596/21725,2014,crossref,https://doi.org/10.1596/21725,,"",,insurance_base,10.1596/21725
10.2139/ssrn.2475187,How Basis Risk and Spatiotemporal Adverse Selection Influence Demand for Index Insurance: Evidence from Northern Kenya,10.2139/ssrn.2475187,2014,crossref,https://doi.org/10.2139/ssrn.2475187,,Nathaniel Duane Jensen; Andrew Mude; Christopher B. Barrett,SSRN Electronic Journal,insurance_base,10.2139/ssrn.2475187
10.1111/jori.12047,The Pension Option in Labor Insurance and Its Effect on Household Saving and Consumption: Evidence From Taiwan,10.1111/jori.12047,2014,crossref,https://doi.org/10.1111/jori.12047,"AbstractStarting in 2009, the Labor Insurance (LI) program in Taiwan has allowed workers to choose between pension old‐age benefits and one‐time old‐age benefits. The introduction of the pension option not only mitigates longevity risk for workers but also provides a higher expected present value of old‐age benefits to workers than the one‐time benefit option (on average). Based on a lifecycle model with uncertain lifespan, we expect that workers will increase current consumption and reduce saving in response to this policy intervention. We use data from the Survey of Family Income and Expenditure in Taiwan to empirically test this prediction. In order to isolate other systematic structural changes or economic shocks from the true impact of the pension option on saving and consumption, we adopt a difference‐in‐differences approach in this study. Our results indicate that the implementation of pension benefits in LI lowers households' saving by 8.41 percent (NT$50,587) and raises consumption by 5.73 percent (NT$42,897) for LI workers. In addition, we find that, in general, households with less saving or consumption tend to be more responsive to this policy in terms of reducing saving or increasing consumption.",Hua Chen; Wen‐Yen Hsu; Mary A. Weiss,Journal of Risk and Insurance,insurance_base,10.1111/jori.12047
10.1057/gpp.2014.29,Health Insurance Coverage Within Households: The Case of Private Health Insurance in South Africa,10.1057/gpp.2014.29,2014,crossref,https://doi.org/10.1057/gpp.2014.29,,Veloshnee Govender; John E Ataguba; Olufunke A Alaba,The Geneva Papers on Risk and Insurance - Issues and Practice,insurance_base,10.1057/gpp.2014.29
10.7249/cf325,The Future of the Terrorism Risk Insurance Act,10.7249/cf325,2014,crossref,https://doi.org/10.7249/cf325,,,,insurance_base,10.7249/cf325
10.1016/j.insmatheco.2014.07.002,Second order risk aggregation with the Bernstein copula,10.1016/j.insmatheco.2014.07.002,2014,crossref,https://doi.org/10.1016/j.insmatheco.2014.07.002,,Guillaume Coqueret,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2014.07.002
10.1057/grir.2014.17,"Liability, Insurance and the Incentive to Obtain Information about Risk",10.1057/grir.2014.17,2014,crossref,https://doi.org/10.1057/grir.2014.17,,Vickie Bajtelsmit; Paul Thistle,The Geneva Risk and Insurance Review,insurance_base,10.1057/grir.2014.17
10.1002/2014sw001066,Assessing the impact of space weather on the electric power grid based on insurance claims for industrial electrical equipment,10.1002/2014sw001066,2014,crossref,https://doi.org/10.1002/2014sw001066,"AbstractGeomagnetically induced currents are known to induce disturbances in the electric power grid. Here we perform a statistical analysis of 11,242 insurance claims from 2000 through 2010 for equipment losses and related business interruptions in North American commercial organizations that are associated with damage to, or malfunction of, electrical and electronic equipment. We find that claim rates are elevated on days with elevated geomagnetic activity by approximately 20% for the top 5% and by about 10% for the top third of most active days ranked by daily maximum variability of the geomagnetic field. When focusing on the claims explicitly attributed to electrical surges (amounting to more than half the total sample), we find that the dependence of claim rates on geomagnetic activity mirrors that of major disturbances in the U.S. high‐voltage electric power grid. The claim statistics thus reveal that large‐scale geomagnetic variability couples into the low‐voltage power distribution network and that related power‐quality variations can cause malfunctions and failures in electrical and electronic devices that, in turn, lead to an estimated 500 claims per average year within North America. We discuss the possible magnitude of the full economic impact associated with quality variations in electrical power associated with space weather.",C. J. Schrijver; R. Dobbins; W. Murtagh; S. M. Petrinec,Space Weather,insurance_base,10.1002/2014sw001066
10.3982/ecta9446,Inferring Labor Income Risk and Partial Insurance From Economic Choices,10.3982/ecta9446,2014,crossref,https://doi.org/10.3982/ecta9446,,Fatih Guvenen; Anthony A. Smith,Econometrica,insurance_base,10.3982/ecta9446
10.1111/rmir.12025,Risk Culture: What It Is and How It Affects an Insurer's Risk Management,10.1111/rmir.12025,2014,crossref,https://doi.org/10.1111/rmir.12025,"AbstractThis article conceptualizes risk culture and sheds light on the role it plays in insurers’ risk management frameworks. The article follows a cognitive, dynamic approach, arguing that risk culture is the product of organizational learning about what has or has not worked for it in the past. Within their local context, the members of a group learn which of the typically centrally prescribed formal risk management policies and procedures and which espoused risk philosophies actually work in practice in the sense of behavior that is formally or informally encouraged or discouraged, rewarded or punished. While the formal risk management framework defines which processes to use, which limits to obey, and which values to aspire to, it is the risk culture that defines which rules and norms are perceived to be rational and important. The insurance literature commonly argues, and practice suggests, that it is necessary to achieve consistency in order to effectively embed risk management. Nevertheless, inconsistent basic assumptions at the deepest level of risk culture are a likely feature of local subgroups. However, what is rational and efficient to one subgroup might be random and dangerous for the organization as a whole.",Angela Zeier Roeschmann,Risk Management and Insurance Review,insurance_base,10.1111/rmir.12025
10.1111/jori.12035,The Valuation Implications of Enterprise Risk Management Maturity,10.1111/jori.12035,2014,crossref,https://doi.org/10.1111/jori.12035,"AbstractEnterprise Risk Management (ERM) is the discipline by which enterprises monitor, analyze, and control risks from across the enterprise, with the goal of identifying underlying correlations and thus optimizing the risk‐taking behavior in a portfolio context. This study analyzes the valuation implications of ERM Maturity. We use data from the industry leading Risk and Insurance Management Society Risk Maturity Model over the period from 2006 to 2011, which scores firms on a five‐point maturity scale. Our results suggest that firms that have reached mature levels of ERM are exhibiting a higher firm value, as measured by Tobin's Q. We find a statistically significant positive relation to the magnitude of 25 percent. Upon decomposition of the maturity score, we find that the most important aspects of ERM from a valuation perspective relate to the level of top–down executive engagement and the resultant cascade of ERM culture throughout the firm. Firms that have successfully integrated the ERM process into both their strategic activities and everyday practices display superior ability in uncovering risk dependencies and correlations across the entire enterprise and as a consequence enhanced value when undertaking the ERM maturity journey ceteris paribus.",Mark Farrell; Ronan Gallagher,Journal of Risk and Insurance,insurance_base,10.1111/jori.12035
10.1057/grir.2014.1,Multidimensional Screening in a Monopolistic Insurance Market,10.1057/grir.2014.1,2014,crossref,https://doi.org/10.1057/grir.2014.1,,Pau Olivella; Fred Schroyen,The Geneva Risk and Insurance Review,insurance_base,10.1057/grir.2014.1
10.1057/grir.2014.9,Participating Insurance Contracts and the Rothschild-Stiglitz Equilibrium Puzzle,10.1057/grir.2014.9,2014,crossref,https://doi.org/10.1057/grir.2014.9,,Pierre Picard,The Geneva Risk and Insurance Review,insurance_base,10.1057/grir.2014.9
10.1111/jori.12057,The Impact of the Financial Crisis and Natural Catastrophes on CAT Bonds,10.1111/jori.12057,2014,crossref,https://doi.org/10.1111/jori.12057,"This article employs secondary market data to examine how natural catastrophes or financial crises affect CAT bond premiums. We find evidence that both the financial crisis and Hurricane Katrina significantly affected CAT bond premiums. The premium increase resulting from natural catastrophes can primarily be attributed to an increased coefficient of expected loss calculated by catastrophe modeling companies. Furthermore, our results indicate a positive relationship between corporate spreads and CAT bond premiums. Thus, CAT bonds should not be regarded as “zero‐beta” securities. Moreover, our results indicate that deal complexity, ratings, and the reinsurance cycle are significant drivers of CAT bond premiums.",Marc Gürtler; Martin Hibbeln; Christine Winkelvos,Journal of Risk and Insurance,insurance_base,10.1111/jori.12057
10.1163/9789004274648_012,11 Weather Index Insurance and Commercial Applications in China,10.1163/9789004274648_012,2014,crossref,https://doi.org/10.1163/9789004274648_012,,Buda Su; Feng Tan; Yu Fang; Thomas Fischer; Mingjin Zhan,"Chinese Research Perspectives on the Environment, Special Volume",insurance_base,10.1163/9789004274648_012
10.2139/ssrn.2505764,Basis Risk and the Welfare Gains from Index Insurance: Evidence from Northern Kenya,10.2139/ssrn.2505764,2014,crossref,https://doi.org/10.2139/ssrn.2505764,,Nathaniel Duane Jensen; Christopher B. Barrett; Andrew Mude,SSRN Electronic Journal,insurance_base,10.2139/ssrn.2505764
10.1111/jori.12019,"Nonexclusivity, Linear Pricing, and Annuity Market Screening",10.1111/jori.12019,2014,crossref,https://doi.org/10.1111/jori.12019,"ABSTRACTI develop a graphical approach for studying two‐type adverse‐selection insurance markets with (1) compulsory contracting, (2) linear pricing, (3) nonexclusive contracting, and (4) multiple indemnity states. The UK compulsory annuity market is a natural application. Despite fully linear pricing and nonexclusivity, screening of different types into distinct contracts—using the pattern of insurance payments across distinct indemnity states rather than quantity restrictions—is possible. Efficient screening involves distorting both types’ contracts away from first best contracts, for example, via front‐loaded annuities. These distortions are attributable to convexification constraints that I identify as the nonexclusive, linear‐pricing analog of canonical incentive compatibility constraints.",Casey Rothschild,Journal of Risk and Insurance,insurance_base,10.1111/jori.12019
10.1016/j.insmatheco.2013.11.004,A Markov-modulated jump-diffusion risk model with randomized observation periods and threshold dividend strategy,10.1016/j.insmatheco.2013.11.004,2014,crossref,https://doi.org/10.1016/j.insmatheco.2013.11.004,,Xu Chen; Ting Xiao; Xiang-qun Yang,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2013.11.004
10.5194/nhessd-2-5287-2014,On the occurrence of rainstorm damage based on home insurance and weather data,10.5194/nhessd-2-5287-2014,2014,crossref,https://doi.org/10.5194/nhessd-2-5287-2014,"Abstract. Rainstorm damage caused by malfunctioning of urban drainage systems and water intrusion due to defects in the building envelope can be considerable. Little research on this topic focused on the collection of damage data, the understanding of damage mechanisms and the deepening of data analysis methods. In this paper, the relative contribution of different failure mechanisms to the occurrence of rainstorm damage are investigated, as well as the extent to which these mechanisms relate to weather variables. For a case study in Rotterdam, the Netherlands, a property level home insurance database of around 3100 water-related damage claims was analysed. Records include comprehensive transcripts of communication between insurer, insured and damage assessment experts, which allowed claims to be classified according to their actual damage cause. Results show that roof and wall leakage is the most frequent failure mechanism causing precipitation-related claims, followed by blocked roof gutters, melting snow and sewer flooding. Claims related to sewer flooding were less present in the data, but are associated with significantly larger claim sizes than claims in the majority class, i.e. roof and wall leakages. Rare events logistic regression analysis revealed that maximum rainfall intensity and rainfall volume are significant predictors for the occurrence probability of precipitation-related claims. Moreover, it was found that claims associated with rainfall intensities smaller than 7–8 mm in a 60 min window are mainly related to failures processes in the private domain, such as roof and wall leakages. For rainfall events that exceed the 7–8 mm h−1 threshold, failure of systems in the public domain, such as sewer systems, start to contribute considerably to the overall occurrence probability of claims. The communication transcripts, however, lacked information to be conclusive about to extent to which sewer-related claims were caused by overloading of sewer systems or failure of system components.
                        ",M. H. Spekkers; F. H. L. R. Clemens; J. A. E. ten Veldhuis,,insurance_base,10.5194/nhessd-2-5287-2014
10.1002/9781118766798.ch7,Systemic Risk and Regulation of the U.S. Insurance Industry,10.1002/9781118766798.ch7,2014,crossref,https://doi.org/10.1002/9781118766798.ch7,,J. David Cummins; Mary A. Weiss,Modernizing Insurance Regulation,insurance_base,10.1002/9781118766798.ch7
10.1016/j.insmatheco.2013.11.005,Risk aggregation with dependence uncertainty,10.1016/j.insmatheco.2013.11.005,2014,crossref,https://doi.org/10.1016/j.insmatheco.2013.11.005,,Carole Bernard; Xiao Jiang; Ruodu Wang,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2013.11.005
10.1596/26340,Data for Index Insurance,10.1596/26340,2014,crossref,https://doi.org/10.1596/26340,,Bristol Mann; Tufa Dinku; Helen Greatrex,,insurance_base,10.1596/26340
10.1057/grir.2014.14,The Benefits of Uniform Flood Insurance,10.1057/grir.2014.14,2014,crossref,https://doi.org/10.1057/grir.2014.14,,Céline Grislain-Letrémy; Sabine Lemoyne de Forges,The Geneva Risk and Insurance Review,insurance_base,10.1057/grir.2014.14
10.1111/jori.12054,Precautionary Effort: Another Trait for Prudence,10.1111/jori.12054,2014,crossref,https://doi.org/10.1111/jori.12054,"This article shows that, in the temporal model of Eeckhoudt, Huang, and Tzeng (), prudence alone is sufficient to obtain a precautionary effort. Moreover, our conclusions relax the assumption of the convexity of loss probability. We further analyze the effect of the introduction or deterioration of background risks on precautionary effort in different settings.",Jianli Wang; Jingyuan Li,Journal of Risk and Insurance,insurance_base,10.1111/jori.12054
10.1111/jori.12025,"Dynamic Risk Management: Investment, Capital Structure, and Hedging in the Presence of Financial Frictions",10.1111/jori.12025,2014,crossref,https://doi.org/10.1111/jori.12025,"AbstractThis article develops a dynamic risk management model to determine a firm's optimal risk management strategy. This strategy has two elements. First, for low‐leverage values, the firm fully hedges its operating cash flow exposure, due to the convexity of its cost of capital. When leverage exceeds a very high threshold, the firm gambles for resurrection and stops hedging. Second, the firm manages its capital structure through dividend distributions and investment. When leverage is low, the firm replaces depreciated assets, fully invests in opportunities if they arise, and distribute dividends, all of these together to achieve its optimal capital structure. As leverage increases, the firm stops paying dividends, while fully investing. After a certain leverage, the firm also reduces investment until it stops investing completely. The model predictions are consistent with empirical observations.",Diego Amaya; Geneviève Gauthier; Thomas‐Olivier Léautier,Journal of Risk and Insurance,insurance_base,10.1111/jori.12025
10.2139/ssrn.2405870,Valuation and Risk Assessment of Participating Life Insurance in the Presence of Credit Risk,10.2139/ssrn.2405870,2014,crossref,https://doi.org/10.2139/ssrn.2405870,,Nadine Gatzert; Michael Martin,SSRN Electronic Journal,insurance_base,10.2139/ssrn.2405870
10.1111/jori.12020,Lender Exposure and Effort in the Syndicated Loan Market,10.1111/jori.12020,2014,crossref,https://doi.org/10.1111/jori.12020,"ABSTRACTThis article tests for asymmetric information problems between the lead arranger and the participants in a lending syndicate. One problem comes from adverse selection, whereby the lead has a private informational advantage over participants. A second problem comes from moral hazard, whereby the lead puts less effort in monitoring when it retains a smaller loan share. Applying an instrumental variables strategy using lending limits, borrower performance is improved by increasing the lead's share. The focus is on separating moral hazard from adverse selection and the results are consistently indicative of monitoring. First, the lead's share is more important for revocable credit lines than for fully funded term facilities. Second, a lead with greater liquidity risk reduces its share resulting in worse borrower performance, but its liquidity risk does not affect the quality of credits it chooses to syndicate in the first place. Third, covenants are paired with a higher lead share, and the sensitivity between share and borrower ex post performance is greater on loans with more covenants.",Nada Mora,Journal of Risk and Insurance,insurance_base,10.1111/jori.12020
10.1057/grir.2014.3,Quality of After-Sales Services in a Competitive Insurance Sector,10.1057/grir.2014.3,2014,crossref,https://doi.org/10.1057/grir.2014.3,,Alessandro Fedele; Piero Tedeschi,The Geneva Risk and Insurance Review,insurance_base,10.1057/grir.2014.3
10.1057/gpp.2014.31,The Meaning of Risk? Insights from The Geneva Risk and Insurance Review,10.1057/gpp.2014.31,2014,crossref,https://doi.org/10.1057/gpp.2014.31,,Jean-François Outreville,The Geneva Papers on Risk and Insurance - Issues and Practice,insurance_base,10.1057/gpp.2014.31
10.2139/ssrn.2483991,Quality Healthcare and Health Insurance Retention: Evidence from a Randomized Experiment in the Kolkata Slums,10.2139/ssrn.2483991,2014,crossref,https://doi.org/10.2139/ssrn.2483991,,Clara Delavallade,SSRN Electronic Journal,insurance_base,10.2139/ssrn.2483991
10.3138/9781442619210-007,General Index,10.3138/9781442619210-007,2014,crossref,https://doi.org/10.3138/9781442619210-007,,,Canadian Insurance Claims Directory 2014,insurance_base,10.3138/9781442619210-007
10.1057/grir.2014.11,New Developments in the Theory of Adverse Selection in Competitive Insurance,10.1057/grir.2014.11,2014,crossref,https://doi.org/10.1057/grir.2014.11,,Wanda Mimra; Achim Wambach,The Geneva Risk and Insurance Review,insurance_base,10.1057/grir.2014.11
10.1111/jori.12021,Optimal Investment and Premium Policies Under Risk Shifting and Solvency Regulation,10.1111/jori.12021,2014,crossref,https://doi.org/10.1111/jori.12021,"AbstractLimited liability creates an incentive for insurers to increase the risk of the assets and liabilities at the expense of policyholders. We show that solvency capital requirements restrict the set of feasible investment and premium policies and can thereby improve efficiency under the risk‐shifting problem. This finding becomes particularly important in light of Solvency II, the forthcoming European risk‐based solvency regime for insurers. We provide evidence for Solvency II–related efficiency effects in a calibration study for a nonlife insurer average portfolio.",Damir Filipović; Robert Kremslehner; Alexander Muermann,Journal of Risk and Insurance,insurance_base,10.1111/jori.12021
10.1111/rmir.12019,Designing an Enterprise Risk Management Curriculum for Business Studies: Insights From a Pilot Program,10.1111/rmir.12019,2014,crossref,https://doi.org/10.1111/rmir.12019,"AbstractThe latest financial crises have highlighted the centrality of managing risks across organizations. Internationally, Basel II/III, The Volcker Rule of the Dodd–Frank Act, and Vickers’ Ring‐Fence all propose stronger management of risk across banks and greater oversight of executive compensation to mitigate generic risk. Given this situation, it might be assumed that academia would also view risk as a central concern for its business programs. It seems not. There is a little evidence that academic curricula are being specifically designed to address this issue. This article examines an Enterprise Risk Management curriculum delivered to graduate student cohorts over 3 consecutive years. Four criteria were used to develop the new curriculum. First, it should take a holistic view of risk; second, the theories related to risk needed to be transformed from individual to group level; third, the dynamics of risk due to market factors needed to be understood; and finally, the way firms respond to crises needed to be observed and embedded in the curriculum.",Madhu Acharyya; Chris Brady,Risk Management and Insurance Review,insurance_base,10.1111/rmir.12019
10.1016/j.insmatheco.2014.06.004,Factor risk quantification in annuity models,10.1016/j.insmatheco.2014.06.004,2014,crossref,https://doi.org/10.1016/j.insmatheco.2014.06.004,,Uǧur Karabey; Torsten Kleinow; Andrew J.G. Cairns,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2014.06.004
10.1136/bmj.g5114,Government health insurance for people below poverty line in India: quasi-experimental evaluation of insurance and health outcomes,10.1136/bmj.g5114,2014,crossref,https://doi.org/10.1136/bmj.g5114,,N. Sood; E. Bendavid; A. Mukherji; Z. Wagner; S. Nagpal; P. Mullen,BMJ,insurance_base,10.1136/bmj.g5114
10.1016/j.insmatheco.2013.12.002,Efficient versus inefficient hedging strategies in the presence of financial and longevity (value at) risk,10.1016/j.insmatheco.2013.12.002,2014,crossref,https://doi.org/10.1016/j.insmatheco.2013.12.002,,Elisa Luciano; Luca Regis,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2013.12.002
10.1057/grir.2014.2,Unravelling vs Unravelling: A Memo on Competitive Equilibriums and Trade in Insurance Markets,10.1057/grir.2014.2,2014,crossref,https://doi.org/10.1057/grir.2014.2,,Nathaniel Hendren,The Geneva Risk and Insurance Review,insurance_base,10.1057/grir.2014.2
10.1016/j.insmatheco.2013.10.015,Generalized quantiles as risk measures,10.1016/j.insmatheco.2013.10.015,2014,crossref,https://doi.org/10.1016/j.insmatheco.2013.10.015,,Fabio Bellini; Bernhard Klar; Alfred Müller; Emanuela Rosazza Gianin,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2013.10.015
10.1016/j.insmatheco.2014.10.005,Parametric mortality indexes: From index construction to hedging strategies,10.1016/j.insmatheco.2014.10.005,2014,crossref,https://doi.org/10.1016/j.insmatheco.2014.10.005,,Chong It Tan; Jackie Li; Johnny Siu-Hang Li; Uditha Balasooriya,Insurance: Mathematics and Economics,insurance_base,10.1016/j.insmatheco.2014.10.005
10.1111/jori.12045,Reinsurance and Systemic Risk: The Impact of Reinsurer Downgrading on Property–Casualty Insurers,10.1111/jori.12045,2014,crossref,https://doi.org/10.1111/jori.12045,"AbstractThis article analyzes the interconnectedness between reinsurers and U.S. property–casualty (P/C) insurers and presents the first detailed examination on the likely impact of major global reinsurer insolvency on the U.S. P/C insurance industry, in order to illustrate the potential systemic risk caused by the interconnectedness of the insurance sector through reinsurance. We find that the likelihood of a primary insurer's downgrade increases with its reinsurance default risk exposure from downgraded reinsurers. Counterparty primary insurers' stocks also react negatively to their reinsurers' downgrades. The negative effects also spill over to insurers that are not directly exposed to the credit risk of downgraded reinsurers. Despite the close interconnectedness, worst‐case scenario analyses show that the likelihood of systemic risk caused by reinsurance transactions is relatively small for the U.S. P/C insurance industry.",Sojung Carol Park; Xiaoying Xie,Journal of Risk and Insurance,insurance_base,10.1111/jori.12045
10.7249/rr573,National Security Perspectives on Terrorism Risk Insurance in the United States,10.7249/rr573,2014,crossref,https://doi.org/10.7249/rr573,,,,insurance_base,10.7249/rr573
10.1515/apjri-2013-0021,An Analysis of Systemic Risk in the Insurance Sector – Evidence from Asia-Pacific Region,10.1515/apjri-2013-0021,2014,crossref,https://doi.org/10.1515/apjri-2013-0021,"Abstract
               This study contributes to the assessment of systemic risk for the insurance sector. We conducted two types of model approaches and scrutinized each insurer’s marginal systemic risk contribution to the entire Asia-Pacific insurance sector during the global financial crisis and thereafter. We applied the hypothetical distress insurance premium as a systemic risk measure by considering the “policyholder protection scheme” of each country and then incorporating the dynamic conditional correlation as the time-dependent, heterogeneous correlation parameter in the premium. Ping An Insurance (Group) Co. of China was only group in the Asia-Pacific region to be selected as a Globally Systemically Important Insurer (G-SII) in July 2013. Ping An Insurance was ranked first based on the marginal contribution of each insurer during the global financial crisis, and thereafter it was also ranked first based on recent data; therefore, we validated the G-SII’s selection. We propose these model approaches to be used in a mutually complementary manner as selection approaches for G-SIIs and risk management tools for insurers.",Masayasu Kanno,Asia-Pacific Journal of Risk and Insurance,insurance_base,10.1515/apjri-2013-0021
